APMC's,Commodity,Min Price(Price in Rs.),Modal Price(Price in Rs.),Max Price(Price in Rs.)
ANTA,SOYABEANS,3741,3741,3741
ANTA,CHANA (BENGAL GRAM),5096,5100,5115
BANDIKUI,BAJRA,2420,2420,2420
BANDIKUI,MUSTARD,5430,5430,5700
BARAN,BARLEY (JAU),4015,4015,4015
BARAN,MUSTARD,5652,5652,5652
BARAN,MUSTARD,5320,5418,5652
BARAN,CORIANDAR,4600,4600,4600
BARAN,CHANA (BENGAL GRAM),5026,5112,5112
BARAN,MUSTARD,5652,5652,5652
BARAN,PADDY,2866,2866,2866
BARAN,CHANA (BENGAL GRAM),5112,5112,5112
BARAN,SOYABEANS,3600,3600,3600
BARAN,CORIANDAR,4600,6101,6101
BARMER,PINE APPLE,3540,3540,3540
BARMER,TOMATO,3125,3125,3125
BARMER,MOTH ,4450,4450,4450
BARMER,PEAS GREEN ,3245,3245,3245
BARMER,BRINJAL,3015,3015,3015
BARMER,CAPSICUM,3520,3520,3520
BARMER,APPLE,9415,9415,9415
BARMER,CUCUMBER,2530,2530,2530
BARMER,CHIKOOS,4035,4035,4035
BARMER,ONION,3215,3215,3215
BARMER,ONION WHITE,3245,3245,3245
BARMER,ORANGE,3540,3540,3540
BARMER,RADDISH,2225,2225,2225
BARMER,GUAR SEEDS,4950,4950,4950
BARMER,MOONG WHOLE (GREEN GRAM),6950,6950,6950
BARMER,CORIANDAR,2845,2845,2845
BARMER,CABBAGE,2530,2530,2530
BARMER,CAULIFLOWER,2620,2620,2620
BARMER,BANANA,3120,3120,3120
BARMER,LADY FINGER,3530,3530,3530
BARMER,GRAPES,5530,5530,5530
BARMER,ONION RED,3230,3230,3230
BARMER,KINNOW,4530,4530,4530
BARMER,POTATO,2030,2030,2030
BARODAMEV,MUSTARD,5071,5360,5751
BARODAMEV,MUSTARD,5071,5360,5751
BARODAMEV,MUSTARD,5071,5360,5751
BARODAMEV,WHEAT,2575,2575,2591
BARODAMEV,WHEAT,2575,2575,2591
BASSI,WHEAT,2400,2478,2541
BASSI,CHANA (BENGAL GRAM),4803,5066,5136
BASSI,MUSTARD,5233,5422,5678
BASSI,BARLEY (JAU),1858,1963,2063
BASSI,MUSTARD,5000,5422,5752
BASSI,GUAR SEEDS,4728,4728,4728
BASSI,BARLEY (JAU),1858,2041,2060
BASSI,CHANA (BENGAL GRAM),4875,4875,4920
BASSI,BAJRA,2336,2354,2365
BEAWAR,BARLEY (JAU),2002,2032,5771
BEAWAR,MUSTARD,5569,5791,5799
BEAWAR,BARLEY (JAU),2002,2032,5771
BEAWAR,CHANA (BENGAL GRAM),5131,5889,6695
BEAWAR,MUSTARD,5569,5683,5689
BEAWAR,CHANA (BENGAL GRAM),5131,5778,6695
BEAWAR,WHEAT,3185,3285,3315
BEAWAR,TARAMIRA,3185,3185,4485
BEAWAR,WHEAT,3185,3285,3315
BEAWAR,GUAR SEEDS,5182,5536,5536
BEAWAR,TARAMIRA,4485,4485,4485
BEAWAR,GUAR SEEDS,5182,5536,5536
BEGU,MAIZE,2320,2320,2320
BHAWANI MANDI,SOYABEANS,3784,4000,4000
BHAWANI MANDI,MASOOR,5600,5689,6000
BHAWANI MANDI,FENUGREEK (WHOLE),4250,4550,4600
BHAWANI MANDI,WHEAT,2254,2500,2524
BHAWANI MANDI,MUSTARD,5500,5500,5609
BHAWANI MANDI,CHANA (BENGAL GRAM),4550,4800,5120
BHAWANI MANDI,CORIANDER  WHOLE,7000,7698,8000
BHAWANI MANDI,LINSEED,5300,5300,5300
BHILWARA,MUSTARD,5350,5475,5489
BHILWARA,JOWAR,2175,2175,2175
BHILWARA,WHEAT,2300,2475,2650
BHILWARA,CHANA (BENGAL GRAM),4800,5150,5150
BHILWARA,BARLEY (JAU),1925,1950,2054
BHILWARA,MAIZE,2200,2200,2200
BHINMAL,MUSTARD,5200,5350,5350
BHINMAL,LEMON,3500,4000,4000
BHINMAL,POTATO,1000,1200,1200
BHINMAL,GREEN CHILLI,1400,1400,1600
BHINMAL,GRAPES,4500,6000,6000
BHINMAL,APPLE,4500,4500,4500
BHINMAL,TOMATO,200,400,600
BHINMAL,ORANGE,3000,3000,3000
BHINMAL,WATER MELON,1000,1400,1400
BHINMAL,BOTTLE GOURD,600,600,1000
BHINMAL,CAULIFLOWER,600,1000,1000
BHINMAL,CUCUMBER,1000,1200,1600
BHINMAL,CASTOR SEED,5850,5900,5900
BHINMAL,BHINDI (LADIES FINGER),1800,2200,2200
BHINMAL,ONION,2200,2200,2600
BHINMAL,CUMMIN,18500,19000,19500
BHINMAL,CHIKOOS,5000,5000,5000
BHINMAL,TINDA,600,600,600
BHINMAL,TOMATO,200,400,600
BHINMAL,MUSK MELON,1000,1200,1200
BHINMAL,PAPAYA,3500,3500,3500
BHINMAL,GARLIC,5000,5000,5000
BHINMAL,CABBAGE,1200,1200,1200
BHINMAL,BEANS -CLUSTER,2500,2500,2500
BHINMAL,ISABGOL,11400,11500,11500
BHINMAL,GREEN CHILLI,1400,1400,1600
BIKANER F AND V,CORIANDER LEAVES,2480,2495,2500
BIKANER F AND V,CAULIFLOWER,690,690,690
BIKANER F AND V,POMEGRANATE,6460,6460,6500
BIKANER F AND V,ORANGE,3970,3980,4000
BIKANER F AND V,GHERKIN,1175,1175,1400
BIKANER F AND V,CORIANDER LEAVES,2490,2490,2495
BIKANER F AND V,PEAS GREEN ,1950,2000,2000
BIKANER F AND V,POMEGRANATE,6460,6460,6500
BIKANER F AND V,BHINDI (LADIES FINGER),4965,5500,5500
BIKANER F AND V,GHERKIN,1175,1175,1195
BIKANER F AND V,COCONUT,41,48,48
BIKANER F AND V,GINGER,4970,4980,5000
BIKANER F AND V,PEAS GREEN ,1950,1950,2000
BIKANER F AND V,MINT LEAVES,2450,2500,2500
BIKANER F AND V,COCONUT,41,48,50
BIKANER F AND V,BHINDI (LADIES FINGER),5440,5500,5500
BIKANER F AND V,BANANA,2795,2800,2800
BIKANER F AND V,BEETROOT,1580,1985,2000
BIKANER F AND V,GINGER,4970,4980,5000
BIKANER F AND V,POINTED GOURD (PARWAL),1000,1000,1000
BIKANER F AND V,BANANA,2795,2800,2800
BIKANER F AND V,MINT LEAVES,2450,2450,2450
BIKANER F AND V,GRAPES,4440,4490,4490
BIKANER F AND V,BOTTLE GOURD,1170,1190,1200
BIKANER F AND V,BEETROOT,1580,1580,1600
BIKANER F AND V,PUMPKIN,1040,1185,1200
BIKANER F AND V,GRAPES,4440,4490,4500
BIKANER F AND V,POTATO,1165,1180,1190
BIKANER F AND V,KINNOW,3995,3995,4000
BIKANER F AND V,BOTTLE GOURD,1170,1175,1185
BIKANER F AND V,CABBAGE,580,600,800
BIKANER F AND V,SPINACH (PALAK),1550,1600,1600
BIKANER F AND V,MANGO,10800,11750,12000
BIKANER F AND V,RIDGE GOURD (TURAI),2980,2990,3000
BIKANER F AND V,CABBAGE,580,580,595
BIKANER F AND V,CARROT,1290,1295,1400
BIKANER F AND V,TINDA,1375,1480,1500
BIKANER F AND V,MUSK MELON,1980,1980,3000
BIKANER F AND V,SPRING ONION,995,995,995
BIKANER F AND V,MANGO,11750,11750,12000
BIKANER F AND V,BEANS -CLUSTER,5430,5990,6000
BIKANER F AND V,CARROT,1290,1295,1300
BIKANER F AND V,PINE APPLE,4480,4480,4600
BIKANER F AND V,TOMATO,840,855,885
BIKANER F AND V,MUSK MELON,2985,2990,3000
BIKANER F AND V,CUCUMBER,1460,1460,1500
BIKANER F AND V,BEANS -CLUSTER,5430,5450,5500
BIKANER F AND V,WATER MELON,1260,1300,1300
BIKANER F AND V,PINE APPLE,4570,4600,4600
BIKANER F AND V,GREEN CHILLI,1830,2090,2100
BIKANER F AND V,CUCUMBER,1460,1460,1480
BIKANER F AND V,GARLIC,5000,5000,5500
BIKANER F AND V,WATER MELON,1260,1290,1295
BIKANER F AND V,LEMON,4980,6000,6000
BIKANER F AND V,SWEET CORN ,1000,1000,1000
BIKANER F AND V,GREEN CHILLI,2020,2095,2095
BIKANER F AND V,APPLE,6980,6990,7000
BIKANER F AND V,MOUSAMBI,2965,2980,3400
BIKANER F AND V,GARLIC,5000,5000,5000
BIKANER F AND V,ONION,1310,1400,1400
BIKANER F AND V,APPLE,6980,7000,7000
BIKANER F AND V,LEMON,4980,5000,5000
BIKANER F AND V,CHIKOOS,3965,3970,3995
BIKANER F AND V,BITTER GOURD,980,990,1000
BIKANER F AND V,MOUSAMBI,3350,3400,3400
BIKANER F AND V,POTATO,1065,1090,1200
BIKANER F AND V,CHIKOOS,3960,3960,4000
BIKANER F AND V,ONION,1310,1330,1395
BIKANER F AND V,GUAVA,2500,2500,2500
BIKANER F AND V,BRINJAL,1455,1470,1500
BIKANER F AND V,BITTER GOURD,980,980,1000
BIKANER F AND V,RIDGE GOURD (TURAI),2980,2990,3000
BIKANER F AND V,KIWI FRUIT,2970,2990,3000
BIKANER F AND V,PUMPKIN,1040,1050,1090
BIKANER F AND V,KIWI FRUIT,2970,2990,3000
BIKANER F AND V,BRINJAL,1455,1460,1490
BIKANER F AND V,CAPSICUM,2975,2980,3000
BIKANER F AND V,SPRING ONION,995,1000,1000
BIKANER F AND V,MANGO RAW,4450,5000,5000
BIKANER F AND V,SPINACH (PALAK),1590,1590,1600
BIKANER F AND V,CAULIFLOWER,690,990,1000
BIKANER F AND V,CAPSICUM,2980,2980,3000
BIKANER F AND V,TOMATO,840,865,900
BIKANER F AND V,ORANGE,3970,3980,4000
BIKANER F AND V,TINDA,1465,1480,1490
BIKANER F AND V,MANGO RAW,4940,5000,5000
BILARA,CUMMIN,17000,18200,22200
BILARA,WHEAT,2900,2971,3701
BILARA,MUSTARD,5000,5336,5336
BILARA,MUSTARD,5000,5336,5336
BILARA,CUMMIN,14500,18200,22200
BILARA,CHANA (BENGAL GRAM),5000,5000,5000
BILARA,MUSTARD,5331,5331,5331
BILARA,FENNEL SEED,8500,8500,10900
BILARA,CUMMIN,17000,20000,22200
BILARA,CHANA (BENGAL GRAM),5000,5000,5000
BILARA,FENNEL SEED,8500,8500,10900
BILARA,ISABGOL,11500,11500,11500
BILARA,CHANA (BENGAL GRAM),4800,5000,5000
BILARA,RAPESEED,5050,5050,5050
BILARA,ISABGOL,11500,11500,11500
BILARA,FENNEL SEED,7000,12000,13000
BILARA,CUMMIN,17000,18200,22200
BILARA,CHANA (BENGAL GRAM),5000,5000,5000
BUNDI,PADDY,2250,2400,2810
BUNDI,MUSTARD,4978,5300,5451
BUNDI,WHEAT,2255,2525,2668
BUNDI,CHANA (BENGAL GRAM),3900,4800,5150
BUNDI,URAD (BLACK GRAM),4700,6799,6799
BUNDI,WHEAT,2280,2440,2525
BUNDI,SOYABEANS,3400,3400,3400
BUNDI,MASOOR,4500,4500,5800
BUNDI,WHEAT,2255,2525,2668
BUNDI,SOYABEANS,3400,3400,3400
BUNDI,MASOOR,4500,4500,5800
BUNDI,PADDY,2250,2400,2810
BUNDI,MUSTARD,4978,5300,5451
BUNDI,CHANA (BENGAL GRAM),3900,4550,5150
BUNDI,URAD (BLACK GRAM),4700,6000,6000
CHABRA,MUSTARD,5167,5167,5466
CHABRA,CHANA (BENGAL GRAM),5080,5162,5162
CHABRA,WHEAT,2402,2402,2415
CHABRA,SOYABEANS,3950,3967,3967
CHABRA,CORIANDAR,5325,6400,7100
CHAKSU,MUSTARD,5570,5680,5716
CHAKSU,MUSTARD,5570,5680,5716
CHAKSU,BARLEY (JAU),2022,2049,2049
CHAKSU,CHANA (BENGAL GRAM),5021,5021,5021
CHOMEHLA,SOYABEANS,3775,3775,3775
CHOMEHLA,WHEAT,2105,2375,2585
CHOMEHLA,WHEAT,2105,2375,2585
CHOMU F AND V,CUCUMBER,1410,1417,1430
CHOMU F AND V,TOMATO,710,718,820
CHOMU F AND V,WATER MELON,1610,1610,1610
CHOMU F AND V,LEMON,9023,9023,9023
CHOMU F AND V,GARLIC,6010,6012,6020
CHOMU F AND V,PUMPKIN,822,822,830
CHOMU F AND V,BOTTLE GOURD,1310,1310,1318
CHOMU F AND V,TOMATO,815,820,820
CHOMU F AND V,CABBAGE,410,428,440
CHOMU F AND V,CHILLIES,2622,2622,2640
CHOMU F AND V,CAULIFLOWER,810,846,935
CHOMU F AND V,GINGER,3725,3725,3725
CHOMU F AND V,LEMON,9020,9020,9023
CHOMU F AND V,BRINJAL,1317,1317,1320
CHOMU F AND V,PUMPKIN,820,820,830
CHOMU F AND V,CAULIFLOWER,917,930,935
CHOMU F AND V,TINDA,1115,1120,1125
CHOMU F AND V,KARBUJA,2510,2517,2517
CHOMU F AND V,BHINDI (LADIES FINGER),4020,4020,4020
CHOMU F AND V,CHILLIES,2510,2610,2640
CHOMU F AND V,ONION,1523,1530,1533
CHOMU F AND V,GINGER,3720,3720,3725
CHOMU F AND V,TINDA,1120,1120,1125
CHOMU F AND V,BRINJAL,1310,1317,1320
CHOMU F AND V,GRAPEFRUIT,7520,7520,7520
CHOMU F AND V,CARROT,1015,1017,1017
CHOMU F AND V,GARLIC,6020,6020,6020
CHOMU F AND V,CUCUMBER,1310,1312,1430
CHOMU F AND V,BOTTLE GOURD,1318,1318,1318
CHOMU F AND V,ONION,1510,1510,1533
CHOMU F AND V,CABBAGE,430,440,440
CHOMU F AND V,RADDISH,720,720,720
CHOMU GRAIN,BARLEY (JAU),1700,2051,2124
CHOMU GRAIN,MUSTARD,5490,5550,5570
CHOMU GRAIN,BARLEY (JAU),1921,2000,2124
CHOMU GRAIN,BAJRA,2270,2270,2270
CHOMU GRAIN,MUSTARD,5490,5550,5570
CHOMU GRAIN,BAJRA,2270,2270,2270
CHOTTISADRI,WHEAT,2371,2430,2700
DAUSA,WHEAT,2650,2650,2650
DAUSA,CHANA (BENGAL GRAM),4650,4750,4850
DAUSA,CHANA (BENGAL GRAM),4650,4725,4725
DAUSA,BARLEY (JAU),1751,1851,1851
DAUSA,MUSTARD,5230,5230,5230
DEEG,MUSTARD,5704,5704,5704
DEEG,MUSTARD,5704,5704,5704
DEI,WHEAT,2252,2568,2568
DEI,SOYABEANS,3840,3840,3840
DEI,MASOOR,6051,6051,6051
DEI,BARLEY (JAU),1899,1899,1899
DEI,MUSTARD,5318,5430,5570
DEI,CHANA (BENGAL GRAM),5047,5454,5454
DEI,URAD (BLACK GRAM),5500,5500,5500
DEOLI,BARLEY (JAU),1503,1845,2000
DEOLI,WHEAT,2350,2400,4003
DEOLI,CHANA (BENGAL GRAM),4701,4750,5000
DEOLI,URAD (BLACK GRAM),5825,6025,6050
DEOLI,BAJRA,2201,2201,2201
DEOLI,MAIZE,2151,2200,2200
DEOLI,TARAMIRA,4500,4500,4500
DEOLI,MASOOR,5600,5651,5800
DOONI,BARLEY (JAU),1915,1950,1950
DOONI,MUSTARD,5100,5400,5600
DOONI,URAD (BLACK GRAM),5100,5100,5100
DOONI,BAJRA,2300,2300,2300
DOONI,WHEAT,2290,2399,5370
DOONI,CHANA (BENGAL GRAM),5020,5050,5550
DUNGARPUR,FENUGREEK (HARI METHI),2000,2000,2000
DUNGARPUR,CORIANDER LEAVES,2500,2500,2500
DUNGARPUR,SPINACH (PALAK),1000,1000,1000
FATEHNAGAR,JOWAR,2031,2031,2031
FATEHNAGAR,MAIZE,2175,2220,2220
FATEHNAGAR,WHEAT,2445,2450,2678
FATEHNAGAR,MUSTARD,5421,5561,5561
FATEHNAGAR,CHANA (BENGAL GRAM),5050,5100,5101
FATEHNAGAR,BARLEY (JAU),2036,2066,2080
FATEHNAGAR,BARLEY (JAU),2036,2066,2080
FATEHNAGAR,MAIZE,2100,2200,2251
FATEHNAGAR,WHEAT,2445,2575,2675
FATEHNAGAR,MUSTARD,5400,5521,5565
FATEHNAGAR,CHANA (BENGAL GRAM),5050,5081,5101
GANGAPUR CITY,MUSTARD,5773,5773,5773
GANGAPUR CITY,WHEAT,2370,2400,2481
GANGAPUR CITY,MUSTARD,5202,5435,5830
GANGAPUR CITY,WHEAT,2370,2400,2481
GANGAPUR CITY,WHEAT,2370,2400,2481
GANGAPUR CITY,MUSTARD,5202,5435,5830
GHARSANA,BARLEY (JAU),1760,1760,1760
GOLUWALA,WHEAT,2551,2551,2551
GOLUWALA,AMERICAN-COTTON,5500,6541,7121
GOLUWALA,GUAR SEEDS,4450,4900,4988
GOLUWALA,MUSTARD,5168,5375,5447
GOLUWALA,BARLEY (JAU),1621,1621,1900
GOLUWALA,MUSTARD,5168,5363,5447
GOLUWALA,CASTOR SEED,5000,5000,5000
GOLUWALA,GREEN GRAM,6500,7226,7226
GUDA GODJI,BARLEY (JAU),1900,2000,2000
GUDA GODJI,MASOOR,5900,6100,6100
HANUMANGARH,COTTON,6000,6069,7541
HANUMANGARH,GUAR SEEDS,4700,4999,4999
HANUMANGARH,MUSTARD,5375,5462,5510
IKLERA,CORIANDAR,6784,6935,7655
IKLERA,WHEAT,2315,2451,2689
IKLERA,SOYABEANS,3784,3895,3985
IKLERA,CHANA (BENGAL GRAM),4938,4938,4988
IKLERA,MUSTARD,5236,5362,5486
IKLERA,BENGAL GRAM LOCAL,4859,4968,5042
ITAWA,CHANA (BENGAL GRAM),4519,4519,5212
ITAWA,CHANA (BENGAL GRAM),5212,5212,5212
JAIPUR F AND V MUHANA,BANANA,2500,2500,2500
JAIPUR F AND V MUHANA,CAPSICUM,2000,2600,2600
JAIPUR F AND V MUHANA,MANGO,3000,3000,3000
JAIPUR F AND V MUHANA,BEANS -CLUSTER,7800,7800,7800
JAIPUR F AND V MUHANA,CAULIFLOWER,640,640,640
JAIPUR F AND V MUHANA,MUSK MELON,2000,5000,5000
JAIPUR F AND V MUHANA,GREEN CHILLI,2000,2500,2500
JAIPUR F AND V MUHANA,PAPAYA,1500,3000,3000
JAIPUR F AND V MUHANA,LEMON,9000,9500,10500
JAIPUR F AND V MUHANA,PLUM,2500,2500,2500
JAIPUR F AND V MUHANA,POTATO,1300,1300,1400
JAIPUR F AND V MUHANA,WATER MELON,800,800,1800
JAIPUR F AND V MUHANA,RIDGE GOURD (TURAI),3500,3500,3500
JAIPUR F AND V MUHANA,CORIANDAR,1200,1500,1600
JAIPUR F AND V MUHANA,TOMATO,900,1000,1000
JAIPUR F AND V MUHANA,GINGER,3600,3600,3700
JAIPUR F AND V MUHANA,COCONUT DEHUSKED IN QUINTAL,3500,3500,5500
JAIPUR F AND V MUHANA,CABBAGE,400,500,500
JAIPUR F AND V MUHANA,GRAPES,4500,8400,8400
JAIPUR F AND V MUHANA,GINGER,3600,3600,3700
JAIPUR F AND V MUHANA,CARROT,800,1100,1100
JAIPUR F AND V MUHANA,MANGO RAW,4800,4950,4950
JAIPUR F AND V MUHANA,CUCUMBER,1200,1400,1400
JAIPUR F AND V MUHANA,ORANGE,3000,3000,8000
JAIPUR F AND V MUHANA,LADY FINGER,4500,4500,5500
JAIPUR F AND V MUHANA,PINE APPLE,3500,5000,5000
JAIPUR F AND V MUHANA,ONION,1200,2500,2500
JAIPUR F AND V MUHANA,POMEGRANATE,5000,15000,15000
JAIPUR F AND V MUHANA,PUMPKIN,800,800,800
JAIPUR F AND V MUHANA,PEAS GREEN ,1800,1800,2500
JAIPUR F AND V MUHANA,TINDA,2500,2500,3000
JAIPUR F AND V MUHANA,GARLIC,2000,7000,8000
JAIPUR F AND V MUHANA,MOUSAMBI,2250,2250,2250
JAITARAN,MUSTARD SEED,5100,5200,5300
JAITARAN,CHANA (BENGAL GRAM),4870,4900,4950
JAITARAN,ISBGOL (PSYLLIUM HUSK) ,10800,11800,12400
JAITARAN,TARAMIRA,4500,4650,4650
JAITARAN,CUMMIN,18800,20000,21000
JAITSAR,BARLEY (JAU),1722,1764,1771
JAITSAR,MUSTARD,4961,5149,6171
JAITSAR,BARLEY (JAU),1722,1722,1722
JAITSAR,MUSTARD,4961,5439,6171
JAITSAR,AMERICAN-COTTON,6101,7100,7325
JAITSAR,GUAR SEEDS,4941,4951,5009
JAITSAR,AMERICAN-COTTON,6101,7100,7325
JAITSAR,GUAR SEEDS,4941,4988,5009
JALORE,BITTER GOURD,3500,3500,3500
JALORE,CAULIFLOWER,1200,1500,1500
JALORE,BRINJAL,2000,2000,2100
JALORE,CUCUMBER,1000,1000,1200
JALORE,CAPSICUM,2400,2400,2400
JALORE,LADY FINGER,3800,5000,5000
JALORE,BEANS -CLUSTER,4500,4500,4500
JALORE,ONION,2500,2800,2800
JALORE,CUCUMBER,1000,1000,1000
JALORE,TOMATO,600,800,800
JALORE,LEMON,8500,8500,8500
JALORE,MANGO RAW,4500,4500,4500
JALORE,BOTTLE GOURD,600,800,1000
JALORE,GINGER,4500,4500,4500
JALORE,CARROT,1000,1000,1000
JALORE,BOTTLE GOURD,600,600,1000
JALORE,BEANS -CLUSTER,4500,4500,4500
JALORE,CABBAGE,1000,1000,1000
JALORE,GREEN CHILLI,2500,2500,2500
JALORE,CAULIFLOWER,1500,1500,1500
JALORE,LEMON,6500,6500,8500
JALORE,CORIANDER LEAVES,3000,3000,3000
JALORE,TINDA,3500,3500,3500
JALORE,GREEN CHILLI,2500,2500,2500
JALORE,TOMATO,600,600,600
JALORE,GINGER,4500,4500,4500
JALORE,MUSK MELON,3500,3500,3500
JALORE,CABBAGE,1000,1000,1000
JHALRAPATAN,CORIANDAR,5000,6300,9376
JHALRAPATAN,SOYABEANS,3900,3900,3900
JHALRAPATAN,WHEAT,2350,2471,2547
JHALRAPATAN,WHEAT,2368,2368,2368
JHALRAPATAN,SOYABEANS,3690,3900,3950
JHALRAPATAN,MASOOR,5566,5861,5904
JHALRAPATAN,WHEAT,2368,2471,2471
JHALRAPATAN,BARLEY (JAU),1900,1900,1901
JHALRAPATAN,MUSTARD,4990,5300,5321
JHALRAPATAN,SOYABEANS,3900,3900,3900
JHALRAPATAN,CHANA (BENGAL GRAM),4700,4921,5200
JHUNJHUNU,LOBIA,6015,6015,6015
JHUNJHUNU,BARLEY (JAU),2000,2010,2020
JHUNJHUNU,MOONG WHOLE (GREEN GRAM),7000,7000,7010
JODHPUR F AND V,GINGER,3400,3400,3400
JODHPUR F AND V,BEANS -CLUSTER,5000,5000,5000
JODHPUR F AND V,BHINDI (LADIES FINGER),3700,3700,3700
JODHPUR F AND V,TOMATO,1000,1000,1100
JODHPUR F AND V,MANGO RAW,2700,2700,3000
JODHPUR F AND V,CAULIFLOWER,1500,1500,1500
JODHPUR F AND V,GREEN CHILLI,2300,2300,2400
JODHPUR F AND V,LEMON,4600,4600,4600
JODHPUR GRAIN,ISBGOL (PSYLLIUM HUSK) ,12500,12775,12775
JODHPUR GRAIN,MUSTARD WHITE SEEDS,6000,6000,6000
JODHPUR GRAIN,GUAR SEEDS,4800,4900,4960
JODHPUR GRAIN,CORIANDAR,5825,6851,7400
JODHPUR GRAIN,FENNEL SEED,6200,7200,7200
JODHPUR GRAIN,MUSTARD,5200,5245,7800
JODHPUR GRAIN,TARAMIRA,4475,4555,4555
JODHPUR GRAIN,MOONG WHOLE (GREEN GRAM),6600,6600,7050
JODHPUR GRAIN,CUMMIN,18100,20025,22020
KAMAN,MUSTARD,5062,5420,5696
KAPASAN,MAIZE,2100,2210,2400
KAPASAN,MAIZE,2000,2140,2400
KAPASAN,MAIZE,2100,2210,2400
KEKRI,CHANA (BENGAL GRAM),4935,4935,4935
KEKRI,MUSTARD,5525,5525,5525
KHAIRTHAL,WHEAT,2250,2600,2670
KHAIRTHAL,BARLEY (JAU),1805,1805,1960
KHAIRTHAL,MUSTARD,4205,5665,6400
KHAIRTHAL,COTTON,6650,7175,7335
KHAIRTHAL,GUAR SEEDS,4000,4775,4775
KHAIRTHAL,BARLEY (JAU),1805,1805,1960
KHAIRTHAL,COTTON,6650,7175,7335
KHAIRTHAL,BARLEY (JAU),1805,1805,1960
KHAIRTHAL,ARHAR WHOLE / TUR (RED GRAM),4300,5350,5350
KHAIRTHAL,COTTON,6650,7175,7335
KHAIRTHAL,BARLEY (JAU),1805,1805,1960
KHAIRTHAL,COTTON,6650,7175,7335
KHAIRTHAL,WHEAT,2250,2600,2670
KHAIRTHAL,MUSTARD,4205,5850,6400
KHAIRTHAL,BAJRA,2245,2411,2500
KHAIRTHAL,WHEAT,2250,2600,2670
KHAIRTHAL,MUSTARD,5225,5706,5900
KHAIRTHAL,WHEAT,2250,2600,2670
KHAIRTHAL,GUAR SEEDS,4000,4775,4775
KHAIRTHAL,MUSTARD,4205,5523,6400
KHAIRTHAL,BAJRA,2245,2411,2500
KHAJUWALA,GUAR SEEDS,4877,4935,4935
KHAJUWALA,MUSTARD,4901,5246,5634
KHAJUWALA,MOONG WHOLE (GREEN GRAM),7700,7700,7700
KHANPUR,WHEAT,2050,2329,2526
KHANPUR,MUSTARD,5202,5402,5476
KHANPUR,LINSEED,4699,4699,4699
KHANPUR,SOYABEANS,3500,3831,4102
KHANPUR,CORIANDAR,5850,5850,5870
KHANPUR,LINSEED,4699,4699,4699
KHANPUR,WHEAT,2050,2329,2526
KHANPUR,SOYABEANS,3500,3831,4102
KHANPUR,MUSTARD,5202,5402,5476
KHANPUR,CHANA (BENGAL GRAM),4501,5071,5261
KHERLI,WHEAT,2535,2535,2585
KHERLI,MUSTARD,5415,5638,5835
KISHANGARH RENWAL,BARLEY (JAU),1950,1960,1980
KISHANGARH RENWAL,CHANA (BENGAL GRAM),5000,5050,5100
KISHANGARH RENWAL,BARLEY (JAU),1950,1960,1980
KOTA,BARLEY (JAU),1901,1901,1951
KOTA,WHEAT,2145,2411,2861
KOTA,PADDY,2360,2860,2950
KOTA,SOYABEANS,3100,4031,4031
KOTA,CHANA (BENGAL GRAM),4682,4901,5101
KOTA,WHEAT,2364,2400,2541
KOTA,URAD (BLACK GRAM),6310,6310,6310
KOTA,PADDY,2360,2881,2950
KOTA,MUSTARD,4901,5411,6400
KOTA,WHEAT,2145,2560,2861
KOTA,CHANA (BENGAL GRAM),4652,4901,5141
KOTA,CORIANDAR,6851,6951,8600
KOTA F AND V,GARLIC,1500,2000,6000
KOTA F AND V,ONION RED,300,650,996969
KOTPUTLI,BAJRA,2300,2300,2410
KOTPUTLI,WHEAT,2500,2500,2500
KOTPUTLI,BARLEY (JAU),1900,1900,2000
KOTPUTLI,MUSTARD,4600,5500,5500
KUCHAMANCITY,CHANA (BENGAL GRAM) ,5000,5050,5100
KUCHAMANCITY,MOONG WHOLE (GREEN GRAM),6800,7500,7620
KUCHAMANCITY,BAJRA,2400,2450,2475
KUCHAMANCITY,ISABGOL,8000,12000,12000
KUCHAMANCITY,COWPEA RED,4850,5000,5000
KUCHAMANCITY,BAJRA,2400,2450,2475
KUCHAMANCITY,ISABGOL,8000,12000,12000
KUCHAMANCITY,GUAR SEEDS,5000,5000,5000
KUCHAMANCITY,COWPEA RED,4850,5000,5000
KUCHAMANCITY,BARLEY (JAU),1875,2000,2027
KUCHAMANCITY,MOONG WHOLE (GREEN GRAM),6800,7500,7620
KUCHAMANCITY,BARLEY (JAU),1875,2000,2027
LALSOT,BAJRA,2425,2425,2431
LALSOT,WHEAT,2400,2680,2680
LALSOT,MUSTARD,5200,5600,5923
LALSOT,MUSTARD,5200,5600,5923
LALSOT,CHANA (BENGAL GRAM)-DESI,4986,5076,5111
LALSOT,BARLEY (JAU),1925,2040,2144
LALSOT,GROUND NUT,5500,5667,5667
LALSOT,WHEAT,2400,2680,2680
LALSOT,SESAME SEED,9300,9300,9300
LALSOT,CHANA (BENGAL GRAM)-DESI,4986,5076,5111
LALSOT,GUAR SEEDS,4425,4660,4660
LOONKARANSAR,MUSTARD,5000,5175,5175
LOONKARANSAR,MOTH ,4300,4850,4885
M. KISHANGARH,GUAR SEEDS,4518,4600,5000
M. KISHANGARH,CUMMIN,18700,19375,19375
M. KISHANGARH,BARLEY (JAU),1915,1915,1945
M. KISHANGARH,ISABGOL,12199,12656,12656
